"LISTING_ID","HOST_ID","PROPERTY_TYPE","ROOM_TYPE","CITY","COUNTRY","ACCOMMODATES","BEDROOMS","BATHROOMS","PRICE_PER_NIGHT","BEDROOM_DENSITY","PRICE_PER_PERSON","PRICE_PER_NIGHT_TAG","LISTING_CREATED_AT","ETL_LOADED_AT","DBT_SCD_ID","DBT_UPDATED_AT","DBT_VALID_FROM","DBT_VALID_TO"
500187,10097,"LOFT","Entire home/apt","paris","france",3,2,1,126,0.67,42.00,"MID_RANGE","2018-11-25 14:08:58.000","2026-08-06T10:58:24","d9e3d6056b1f47bf970d3e529ed34491","2018-11-25 14:08:58.000","2018-11-25 14:08:58.000","9999-12-31 00:00:00.000"
500188,10012,"CONDOMINIUM","Private room","marseille","france",1,1,1,46,1.00,46.00,"BUDGET","2021-08-29 14:52:33.000","2026-08-06T10:58:24","0d9c3493626f7c5948d9e68ae6c834fc","2021-08-29 14:52:33.000","2021-08-29 14:52:33.000","9999-12-31 00:00:00.000"
500189,10079,"APARTMENT","Entire home/apt","paris","france",3,1,1,138,0.33,46.00,"MID_RANGE","2024-01-28 04:04:35.000","2026-08-06T10:58:24","312f24edb2d853b96ba960c04e638239","2024-01-28 04:04:35.000","2024-01-28 04:04:35.000","9999-12-31 00:00:00.000"
500190,10091,"HOUSE","Shared room","paris","france",4,2,2,55,0.50,13.75,"BUDGET","2024-09-30 09:47:22.000","2026-08-06T10:58:24","a6e89502ca259ffc92b66c5ac3bd9dc9","2024-09-30 09:47:22.000","2024-09-30 09:47:22.000","9999-12-31 00:00:00.000"
500191,10017,"LOFT","Private room","paris","france",6,3,3,94,0.50,15.67,"MID_RANGE","2023-02-17 19:11:27.000","2026-08-06T10:58:24","09625a246c6dccbb2a09f3b317e536a2","2023-02-17 19:11:27.000","2023-02-17 19:11:27.000","9999-12-31 00:00:00.000"
500192,10049,"HOUSE","Private room","marseille","france",5,2,2,67,0.40,13.40,"BUDGET","2019-11-22 22:33:26.000","2026-08-06T10:58:24","59e4039f3a53785b77a45b0f23269dac","2019-11-22 22:33:26.000","2019-11-22 22:33:26.000","9999-12-31 00:00:00.000"
500193,10075,"LOFT","Private room","paris","france",6,3,3,124,0.50,20.67,"MID_RANGE","2019-12-30 10:25:31.000","2026-08-06T10:58:24","b042953227026b5cb89c93ae863db081","2019-12-30 10:25:31.000","2019-12-30 10:25:31.000","9999-12-31 00:00:00.000"
500194,10028,"APARTMENT","Entire home/apt","marseille","france",7,3,2,143,0.43,20.43,"MID_RANGE","2021-05-16 17:53:08.000","2026-08-06T10:58:24","3c9424d6fed0837a549c5368269ecbbf","2021-05-16 17:53:08.000","2021-05-16 17:53:08.000","9999-12-31 00:00:00.000"
500195,10098,"APARTMENT","Private room","paris","france",3,2,1,87,0.67,29.00,"MID_RANGE","2019-09-05 02:46:32.000","2026-08-06T10:58:24","e62f49b386ca149c33b6122ffa329167","2019-09-05 02:46:32.000","2019-09-05 02:46:32.000","9999-12-31 00:00:00.000"
500196,10055,"HOUSE","Entire home/apt","paris","france",8,4,3,203,0.50,25.38,"LUXURY","2023-01-28 21:56:00.000","2026-08-06T10:58:24","39e4b4aa01177857fd34c249ca4568e9","2023-01-28 21:56:00.000","2023-01-28 21:56:00.000","9999-12-31 00:00:00.000"
500197,10086,"APARTMENT","Entire home/apt","strasbourg","france",5,2,1,110,0.40,22.00,"MID_RANGE","2020-04-19 21:43:48.000","2026-08-06T10:58:24","e5d4118434c27798e03b68440a4376d1","2020-04-19 21:43:48.000","2020-04-19 21:43:48.000","9999-12-31 00:00:00.000"
500198,10028,"APARTMENT","Entire home/apt","marseille","france",6,3,2,103,0.50,17.17,"MID_RANGE","2021-03-04 10:50:52.000","2026-08-06T10:58:24","fbbc014f4b4432ece38c593523d7e9f2","2021-03-04 10:50:52.000","2021-03-04 10:50:52.000","9999-12-31 00:00:00.000"
500199,10089,"APARTMENT","Entire home/apt","paris","france",5,3,2,165,0.60,33.00,"MID_RANGE","2018-08-02 09:28:05.000","2026-08-06T10:58:24","d3abbb404ff7ec0b5fffe600b7a5fb54","2018-08-02 09:28:05.000","2018-08-02 09:28:05.000","9999-12-31 00:00:00.000"
500200,10097,"HOUSE","Entire home/apt","lille","france",6,2,1,113,0.33,18.83,"MID_RANGE","2019-02-01 14:15:22.000","2026-08-06T10:58:24","17a8f78014c9ea57809094e2d29ab274","2019-02-01 14:15:22.000","2019-02-01 14:15:22.000","9999-12-31 00:00:00.000"
500201,10028,"APARTMENT","Entire home/apt","nice","france",6,3,2,145,0.50,24.17,"MID_RANGE","2020-10-31 11:43:32.000","2026-08-06T10:58:24","f3ad4acfa1b858cd17bed2ff42a9a695","2020-10-31 11:43:32.000","2020-10-31 11:43:32.000","9999-12-31 00:00:00.000"
500202,10076,"APARTMENT","Entire home/apt","toulouse","france",1,1,1,72,1.00,72.00,"BUDGET","2019-07-25 12:28:40.000","2026-08-06T10:58:24","eb9dcc96064117de5f33e154b4ab2ae4","2019-07-25 12:28:40.000","2019-07-25 12:28:40.000","9999-12-31 00:00:00.000"
500203,10093,"LOFT","Private room","bordeaux","france",6,3,2,80,0.50,13.33,"MID_RANGE","2025-07-29 03:52:35.000","2026-08-06T10:58:24","1eb8c1e5efd7e51cb1806e3aa77c8b09","2025-07-29 03:52:35.000","2025-07-29 03:52:35.000","9999-12-31 00:00:00.000"
500204,10038,"STUDIO","Private room","nice","france",1,0,1,52,0.00,52.00,"BUDGET","2025-11-06 19:36:44.000","2026-08-06T10:58:24","f69c238dff587cc2811da9b1caa8b275","2025-11-06 19:36:44.000","2025-11-06 19:36:44.000","9999-12-31 00:00:00.000"
500205,10010,"CONDOMINIUM","Hotel room","marseille","france",3,2,2,84,0.67,28.00,"MID_RANGE","2019-06-30 23:48:51.000","2026-08-06T10:58:24","a7e6ed78b9eb7b01335bfead3f74bd85","2019-06-30 23:48:51.000","2019-06-30 23:48:51.000","9999-12-31 00:00:00.000"
500206,10088,"APARTMENT","Hotel room","paris","france",1,1,1,80,1.00,80.00,"MID_RANGE","2021-06-04 11:43:11.000","2026-08-06T10:58:24","a892b7c79b93f7a165fd0fb699364de5","2021-06-04 11:43:11.000","2021-06-04 11:43:11.000","9999-12-31 00:00:00.000"
500207,10051,"HOUSE","Entire home/apt","marseille","france",11,5,3,162,0.45,14.73,"MID_RANGE","2021-08-11 10:39:00.000","2026-08-06T10:58:24","cb1ae516fd2058a6bd0bb2eb2ab4343f","2021-08-11 10:39:00.000","2021-08-11 10:39:00.000","9999-12-31 00:00:00.000"
500208,10036,"APARTMENT","Private room","paris","france",3,1,1,72,0.33,24.00,"BUDGET","2024-08-21 23:39:56.000","2026-08-06T10:58:24","0ec194614abe2723bb35e8f03ac806eb","2024-08-21 23:39:56.000","2024-08-21 23:39:56.000","9999-12-31 00:00:00.000"
500209,10009,"APARTMENT","Shared room","lyon","france",1,1,1,25,1.00,25.00,"BUDGET","2024-08-15 00:14:14.000","2026-08-06T10:58:24","4397c9550e3b390cf713f357cb6c3671","2024-08-15 00:14:14.000","2024-08-15 00:14:14.000","9999-12-31 00:00:00.000"
500210,10078,"HOUSE","Entire home/apt","paris","france",6,3,2,214,0.50,35.67,"LUXURY","2023-01-22 23:44:12.000","2026-08-06T10:58:24","f28545e1fee4a69956d4e05ac2ceb01d","2023-01-22 23:44:12.000","2023-01-22 23:44:12.000","9999-12-31 00:00:00.000"
500211,10045,"STUDIO","Private room","marseille","france",1,0,1,35,0.00,35.00,"BUDGET","2020-12-06 08:46:17.000","2026-08-06T10:58:24","81df6afe529eb621bdb47a51abf4e503","2020-12-06 08:46:17.000","2020-12-06 08:46:17.000","9999-12-31 00:00:00.000"
500212,10016,"APARTMENT","Private room","nantes","france",5,2,1,53,0.40,10.60,"BUDGET","2024-06-30 16:37:09.000","2026-08-06T10:58:24","fb90f74c56b0bdbb97769d9af2a0452e","2024-06-30 16:37:09.000","2024-06-30 16:37:09.000","9999-12-31 00:00:00.000"
500213,10059,"APARTMENT","Private room","marseille","france",2,1,1,37,0.50,18.50,"BUDGET","2022-11-01 06:58:55.000","2026-08-06T10:58:24","5323aaf4ce139389b23b06c3e59a3793","2022-11-01 06:58:55.000","2022-11-01 06:58:55.000","9999-12-31 00:00:00.000"
500214,10015,"APARTMENT","Entire home/apt","paris","france",1,1,1,114,1.00,114.00,"MID_RANGE","2026-03-17 17:22:28.000","2026-08-06T10:58:24","b394c933f462443832c9f9e42296f63c","2026-03-17 17:22:28.000","2026-03-17 17:22:28.000","9999-12-31 00:00:00.000"
500215,10005,"VILLA","Private room","bordeaux","france",10,5,3,102,0.50,10.20,"MID_RANGE","2023-02-06 00:51:59.000","2026-08-06T10:58:24","c5c6e5953d8b443cee725c74335d1cb0","2023-02-06 00:51:59.000","2023-02-06 00:51:59.000","9999-12-31 00:00:00.000"
500216,10010,"APARTMENT","Entire home/apt","bordeaux","france",1,1,1,94,1.00,94.00,"MID_RANGE","2018-10-05 22:30:13.000","2026-08-06T10:58:24","0f1c5d8732735878cbd802e096a9e75e","2018-10-05 22:30:13.000","2018-10-05 22:30:13.000","9999-12-31 00:00:00.000"
500217,10060,"LOFT","Entire home/apt","lille","france",3,1,1,60,0.33,20.00,"BUDGET","2023-02-01 11:12:05.000","2026-08-06T10:58:24","e4cb81f8aa206204cde8426ae064e5e2","2023-02-01 11:12:05.000","2023-02-01 11:12:05.000","9999-12-31 00:00:00.000"
500218,10039,"APARTMENT","Entire home/apt","toulouse","france",3,2,1,70,0.67,23.33,"BUDGET","2021-09-08 10:28:17.000","2026-08-06T10:58:24","abec4c316358b584a2113b52ad37906c","2021-09-08 10:28:17.000","2021-09-08 10:28:17.000","9999-12-31 00:00:00.000"
500219,10045,"HOUSE","Entire home/apt","nice","france",8,4,3,235,0.50,29.38,"LUXURY","2020-11-09 09:05:34.000","2026-08-06T10:58:24","91f953d88c140fe505a44f77323a8416","2020-11-09 09:05:34.000","2020-11-09 09:05:34.000","9999-12-31 00:00:00.000"
500220,10068,"APARTMENT","Shared room","montpellier","france",3,1,1,25,0.33,8.33,"BUDGET","2022-10-03 05:12:54.000","2026-08-06T10:58:24","4b595f204fbb31a5f2fc1d02543b6056","2022-10-03 05:12:54.000","2022-10-03 05:12:54.000","9999-12-31 00:00:00.000"
500221,10048,"LOFT","Entire home/apt","marseille","france",5,3,3,95,0.60,19.00,"MID_RANGE","2021-12-14 23:21:16.000","2026-08-06T10:58:24","37c0b279d674ecd765fe4000f6630016","2021-12-14 23:21:16.000","2021-12-14 23:21:16.000","9999-12-31 00:00:00.000"
500222,10017,"APARTMENT","Entire home/apt","paris","france",5,2,2,166,0.40,33.20,"MID_RANGE","2022-08-17 17:35:13.000","2026-08-06T10:58:24","e9a443c8ca3362a5bc7c7218717a18a1","2022-08-17 17:35:13.000","2022-08-17 17:35:13.000","9999-12-31 00:00:00.000"
500223,10018,"HOUSE","Entire home/apt","nantes","france",7,3,3,120,0.43,17.14,"MID_RANGE","2021-09-11 11:27:54.000","2026-08-06T10:58:24","460f4218c943006541ea607e29315cc4","2021-09-11 11:27:54.000","2021-09-11 11:27:54.000","9999-12-31 00:00:00.000"
500224,10027,"APARTMENT","Private room","marseille","france",1,1,1,45,1.00,45.00,"BUDGET","2019-10-30 20:43:47.000","2026-08-06T10:58:24","f2b7076ad3724f25a94398e7b27ce4a5","2019-10-30 20:43:47.000","2019-10-30 20:43:47.000","9999-12-31 00:00:00.000"
500225,10042,"LOFT","Shared room","paris","france",5,2,1,57,0.40,11.40,"BUDGET","2024-09-27 03:58:34.000","2026-08-06T10:58:24","0987b9885047365a1d952449f7157a78","2024-09-27 03:58:34.000","2024-09-27 03:58:34.000","9999-12-31 00:00:00.000"
500226,10058,"HOUSE","Entire home/apt","bordeaux","france",4,2,1,93,0.50,23.25,"MID_RANGE","2021-08-19 22:48:06.000","2026-08-06T10:58:24","6567212624e0d22e0450712d86e02a0f","2021-08-19 22:48:06.000","2021-08-19 22:48:06.000","9999-12-31 00:00:00.000"
500227,10052,"HOUSE","Entire home/apt","lyon","france",8,4,2,195,0.50,24.38,"MID_RANGE","2022-06-11 07:08:11.000","2026-08-06T10:58:24","142461c7e37ce06755d2db1449fc5758","2022-06-11 07:08:11.000","2022-06-11 07:08:11.000","9999-12-31 00:00:00.000"
500228,10017,"STUDIO","Private room","paris","france",1,0,1,74,0.00,74.00,"BUDGET","2022-04-25 16:30:37.000","2026-08-06T10:58:24","52a7db9c1785ce3338f783137c30776e","2022-04-25 16:30:37.000","2022-04-25 16:30:37.000","9999-12-31 00:00:00.000"
500229,10056,"APARTMENT","Entire home/apt","nantes","france",6,3,2,111,0.50,18.50,"MID_RANGE","2023-06-30 00:48:18.000","2026-08-06T10:58:24","712dcfb2dfc0dbc0abfbec2a9986a98c","2023-06-30 00:48:18.000","2023-06-30 00:48:18.000","9999-12-31 00:00:00.000"
500230,10020,"HOUSE","Entire home/apt","paris","france",9,4,3,299,0.44,33.22,"LUXURY","2021-02-07 21:28:45.000","2026-08-06T10:58:24","0c4d5a393eb06aa786adbc27a304943c","2021-02-07 21:28:45.000","2021-02-07 21:28:45.000","9999-12-31 00:00:00.000"
500231,10050,"APARTMENT","Private room","paris","france",5,3,2,116,0.60,23.20,"MID_RANGE","2023-01-07 01:47:27.000","2026-08-06T10:58:24","b72f580c9d991353ea69c81d645cd091","2023-01-07 01:47:27.000","2023-01-07 01:47:27.000","9999-12-31 00:00:00.000"
500232,10070,"APARTMENT","Entire home/apt","nantes","france",4,2,2,81,0.50,20.25,"MID_RANGE","2023-08-30 05:27:30.000","2026-08-06T10:58:24","5a9392346768e637bbcf793169316234","2023-08-30 05:27:30.000","2023-08-30 05:27:30.000","9999-12-31 00:00:00.000"
500233,10100,"STUDIO","Entire home/apt","paris","france",2,0,1,136,0.00,68.00,"MID_RANGE","2018-07-03 02:19:16.000","2026-08-06T10:58:24","547089d7668ac4d7e1293d663bb88830","2018-07-03 02:19:16.000","2018-07-03 02:19:16.000","9999-12-31 00:00:00.000"
500234,10035,"STUDIO","Private room","bordeaux","france",1,0,1,44,0.00,44.00,"BUDGET","2021-11-03 23:21:41.000","2026-08-06T10:58:24","571087667ef260acc5c0e7e0d5ce4171","2021-11-03 23:21:41.000","2021-11-03 23:21:41.000","9999-12-31 00:00:00.000"
500235,10041,"HOUSE","Private room","nantes","france",6,2,2,76,0.33,12.67,"MID_RANGE","2018-11-19 12:46:59.000","2026-08-06T10:58:24","ecf1be1835922758f8daabdc7afc0a68","2018-11-19 12:46:59.000","2018-11-19 12:46:59.000","9999-12-31 00:00:00.000"
500236,10064,"APARTMENT","Entire home/apt","bordeaux","france",1,1,1,69,1.00,69.00,"BUDGET","2024-09-29 13:06:07.000","2026-08-06T10:58:24","cbc7beaf42afe4437f7c606ce7274173","2024-09-29 13:06:07.000","2024-09-29 13:06:07.000","9999-12-31 00:00:00.000"
500237,10079,"APARTMENT","Private room","paris","france",3,2,1,65,0.67,21.67,"BUDGET","2024-03-22 15:43:22.000","2026-08-06T10:58:24","a8459d62f2837492f8ff71441ce46082","2024-03-22 15:43:22.000","2024-03-22 15:43:22.000","9999-12-31 00:00:00.000"
500238,10068,"CONDOMINIUM","Entire home/apt","lille","france",6,3,2,102,0.50,17.00,"MID_RANGE","2022-11-18 16:56:56.000","2026-08-06T10:58:24","129bbcdea7942c33f488077cf31ad5db","2022-11-18 16:56:56.000","2022-11-18 16:56:56.000","9999-12-31 00:00:00.000"
500239,10056,"CONDOMINIUM","Entire home/apt","nantes","france",3,1,1,72,0.33,24.00,"BUDGET","2024-01-21 21:55:09.000","2026-08-06T10:58:24","1a577c1b61b4331636e1788f47f94401","2024-01-21 21:55:09.000","2024-01-21 21:55:09.000","9999-12-31 00:00:00.000"
500240,10094,"APARTMENT","Private room","nice","france",7,3,3,118,0.43,16.86,"MID_RANGE","2025-04-22 08:46:49.000","2026-08-06T10:58:24","2e9ad0d8a749858952b10c9e88b13001","2025-04-22 08:46:49.000","2025-04-22 08:46:49.000","9999-12-31 00:00:00.000"
500241,10078,"STUDIO","Entire home/apt","lyon","france",1,0,1,68,0.00,68.00,"BUDGET","2023-02-14 01:49:03.000","2026-08-06T10:58:24","b8e77106fe5af388d736c5974b04fdfc","2023-02-14 01:49:03.000","2023-02-14 01:49:03.000","9999-12-31 00:00:00.000"
500242,10041,"STUDIO","Entire home/apt","paris","france",2,0,1,94,0.00,47.00,"MID_RANGE","2018-05-22 15:54:51.000","2026-08-06T10:58:24","f8187f78f87dad27b792c26845ae6b78","2018-05-22 15:54:51.000","2018-05-22 15:54:51.000","9999-12-31 00:00:00.000"
500243,10045,"APARTMENT","Entire home/apt","paris","france",4,2,2,185,0.50,46.25,"MID_RANGE","2020-06-01 15:55:45.000","2026-08-06T10:58:24","b35cd31d9e19b595dbda0f11845cf5ef","2020-06-01 15:55:45.000","2020-06-01 15:55:45.000","9999-12-31 00:00:00.000"
500244,10045,"APARTMENT","Entire home/apt","bordeaux","france",7,3,2,139,0.43,19.86,"MID_RANGE","2019-12-10 01:17:22.000","2026-08-06T10:58:24","fdea542999d2fd46a16650f1bd7c3d0a","2019-12-10 01:17:22.000","2019-12-10 01:17:22.000","9999-12-31 00:00:00.000"
500245,10041,"APARTMENT","Entire home/apt","paris","france",3,2,1,139,0.67,46.33,"MID_RANGE","2018-03-23 18:49:26.000","2026-08-06T10:58:24","7a0d80bbeb71eb252db89783e2ae64d6","2018-03-23 18:49:26.000","2018-03-23 18:49:26.000","9999-12-31 00:00:00.000"
500246,10062,"APARTMENT","Entire home/apt","nice","france",6,3,2,142,0.50,23.67,"MID_RANGE","2024-08-18 14:06:06.000","2026-08-06T10:58:24","54e7639e969b4987f4b57b3d690755c8","2024-08-18 14:06:06.000","2024-08-18 14:06:06.000","9999-12-31 00:00:00.000"
500247,10090,"VILLA","Entire home/apt","bordeaux","france",9,4,2,161,0.44,17.89,"MID_RANGE","2019-05-03 15:18:56.000","2026-08-06T10:58:24","2bb98fd4ee83b5f4e006e431237077ec","2019-05-03 15:18:56.000","2019-05-03 15:18:56.000","9999-12-31 00:00:00.000"
500248,10063,"APARTMENT","Entire home/apt","paris","france",5,2,2,158,0.40,31.60,"MID_RANGE","2023-07-13 15:25:57.000","2026-08-06T10:58:24","78c76deec774a057e1161768b7f949d4","2023-07-13 15:25:57.000","2023-07-13 15:25:57.000","9999-12-31 00:00:00.000"
500249,10038,"APARTMENT","Entire home/apt","montpellier","france",4,2,2,112,0.50,28.00,"MID_RANGE","2025-11-18 06:37:40.000","2026-08-06T10:58:24","ea7d5259c5448915c3c14f47083b83d1","2025-11-18 06:37:40.000","2025-11-18 06:37:40.000","9999-12-31 00:00:00.000"
500250,10050,"STUDIO","Entire home/apt","paris","france",2,0,1,105,0.00,52.50,"MID_RANGE","2022-07-28 11:39:50.000","2026-08-06T10:58:24","c00cae3651242bc397a3cca2ea7bbfb1","2022-07-28 11:39:50.000","2022-07-28 11:39:50.000","9999-12-31 00:00:00.000"
500251,10035,"APARTMENT","Private room","bordeaux","france",1,1,1,52,1.00,52.00,"BUDGET","2022-03-07 12:20:39.000","2026-08-06T10:58:24","8f52cf2cb733a482e0865e769f913a7d","2022-03-07 12:20:39.000","2022-03-07 12:20:39.000","9999-12-31 00:00:00.000"
500252,10008,"STUDIO","Entire home/apt","lille","france",2,0,1,62,0.00,31.00,"BUDGET","2023-03-24 19:40:11.000","2026-08-06T10:58:24","3a481e048dff03407c5c4f8bf111614d","2023-03-24 19:40:11.000","2023-03-24 19:40:11.000","9999-12-31 00:00:00.000"
500253,10092,"HOUSE","Entire home/apt","paris","france",6,3,3,174,0.50,29.00,"MID_RANGE","2024-02-14 01:18:31.000","2026-08-06T10:58:24","617f2ece3239fa36c3cbe63dcb0fbdf7","2024-02-14 01:18:31.000","2024-02-14 01:18:31.000","9999-12-31 00:00:00.000"
500254,10017,"APARTMENT","Private room","paris","france",3,1,1,85,0.33,28.33,"MID_RANGE","2022-08-10 21:29:47.000","2026-08-06T10:58:24","186bf6f21a2fd0e15a0d139a749c604f","2022-08-10 21:29:47.000","2022-08-10 21:29:47.000","9999-12-31 00:00:00.000"
500255,10009,"HOUSE","Entire home/apt","paris","france",10,4,3,327,0.40,32.70,"LUXURY","2024-01-12 19:24:12.000","2026-08-06T10:58:24","59b32245e6be31fe7bdb64961ca173ce","2024-01-12 19:24:12.000","2024-01-12 19:24:12.000","9999-12-31 00:00:00.000"
500256,10067,"APARTMENT","Entire home/apt","nantes","france",7,3,2,151,0.43,21.57,"MID_RANGE","2024-11-12 11:07:45.000","2026-08-06T10:58:24","106b777673ec474d85a09c9ec28309cb","2024-11-12 11:07:45.000","2024-11-12 11:07:45.000","9999-12-31 00:00:00.000"
500257,10069,"STUDIO","Entire home/apt","lille","france",2,0,1,52,0.00,26.00,"BUDGET","2025-06-03 12:15:20.000","2026-08-06T10:58:24","6f9f314d088d76505a91d43bebd47672","2025-06-03 12:15:20.000","2025-06-03 12:15:20.000","9999-12-31 00:00:00.000"
500258,10078,"APARTMENT","Entire home/apt","nice","france",5,2,1,127,0.40,25.40,"MID_RANGE","2022-09-29 08:31:04.000","2026-08-06T10:58:24","dc2eaafb2c927cade7bdee7926a2c41b","2022-09-29 08:31:04.000","2022-09-29 08:31:04.000","9999-12-31 00:00:00.000"
500259,10003,"STUDIO","Entire home/apt","lyon","france",2,0,1,93,0.00,46.50,"MID_RANGE","2025-08-27 13:11:42.000","2026-08-06T10:58:24","9568f8609f557bf174ad7708c153d983","2025-08-27 13:11:42.000","2025-08-27 13:11:42.000","9999-12-31 00:00:00.000"
500260,10057,"APARTMENT","Private room","nantes","france",7,3,2,63,0.43,9.00,"BUDGET","2021-07-13 23:53:23.000","2026-08-06T10:58:24","a3375c7aa7c8d6dfbfe909f9d76de2b4","2021-07-13 23:53:23.000","2021-07-13 23:53:23.000","9999-12-31 00:00:00.000"
500261,10098,"APARTMENT","Entire home/apt","marseille","france",1,1,1,79,1.00,79.00,"MID_RANGE","2020-01-08 17:07:26.000","2026-08-06T10:58:24","638f5c93624f6b91774de8491d104240","2020-01-08 17:07:26.000","2020-01-08 17:07:26.000","9999-12-31 00:00:00.000"
500262,10068,"APARTMENT","Entire home/apt","lille","france",1,1,1,52,1.00,52.00,"BUDGET","2022-07-02 00:31:22.000","2026-08-06T10:58:24","58ba5c35f029949ce8344389e87e1050","2022-07-02 00:31:22.000","2022-07-02 00:31:22.000","9999-12-31 00:00:00.000"
500263,10036,"APARTMENT","Entire home/apt","lyon","france",3,1,1,84,0.33,28.00,"MID_RANGE","2024-06-08 22:24:26.000","2026-08-06T10:58:24","d11c1d6b8306b37fc79584960b9ab141","2024-06-08 22:24:26.000","2024-06-08 22:24:26.000","9999-12-31 00:00:00.000"
500264,10061,"APARTMENT","Entire home/apt","bordeaux","france",5,2,1,119,0.40,23.80,"MID_RANGE","2020-01-24 15:50:46.000","2026-08-06T10:58:24","86c1189b9b8179521690433b760f1b61","2020-01-24 15:50:46.000","2020-01-24 15:50:46.000","9999-12-31 00:00:00.000"
500265,10074,"APARTMENT","Entire home/apt","nantes","france",3,1,1,73,0.33,24.33,"BUDGET","2023-11-04 15:47:02.000","2026-08-06T10:58:24","55e50d81ac7c4a0ed760fda709b2fa12","2023-11-04 15:47:02.000","2023-11-04 15:47:02.000","9999-12-31 00:00:00.000"
500266,10100,"HOUSE","Entire home/apt","montpellier","france",8,3,2,154,0.38,19.25,"MID_RANGE","2018-05-17 01:53:39.000","2026-08-06T10:58:24","dc71647e065cfaa416f52ead52450f38","2018-05-17 01:53:39.000","2018-05-17 01:53:39.000","9999-12-31 00:00:00.000"
500267,10040,"LOFT","Entire home/apt","toulouse","france",4,2,2,84,0.50,21.00,"MID_RANGE","2024-02-21 06:11:26.000","2026-08-06T10:58:24","b6d6580947f9b03ef413c9fb79b40c50","2024-02-21 06:11:26.000","2024-02-21 06:11:26.000","9999-12-31 00:00:00.000"
500268,10080,"APARTMENT","Entire home/apt","lyon","france",6,3,3,125,0.50,20.83,"MID_RANGE","2023-04-05 10:46:45.000","2026-08-06T10:58:24","dbd163803a542c7fd57d58e5146db804","2023-04-05 10:46:45.000","2023-04-05 10:46:45.000","9999-12-31 00:00:00.000"
500269,10036,"STUDIO","Entire home/apt","nice","france",2,0,1,86,0.00,43.00,"MID_RANGE","2024-10-27 10:53:18.000","2026-08-06T10:58:24","9ea0491409c2900be4e2f00955407ff2","2024-10-27 10:53:18.000","2024-10-27 10:53:18.000","9999-12-31 00:00:00.000"
500270,10077,"APARTMENT","Entire home/apt","lyon","france",3,1,1,111,0.33,37.00,"MID_RANGE","2025-11-09 03:17:55.000","2026-08-06T10:58:24","0106dcee9ea8e2dc65df810aefd0eb18","2025-11-09 03:17:55.000","2025-11-09 03:17:55.000","9999-12-31 00:00:00.000"
500271,10095,"LOFT","Entire home/apt","paris","france",2,1,1,124,0.50,62.00,"MID_RANGE","2019-04-28 06:03:25.000","2026-08-06T10:58:24","3d985d50d5db145c8205833d545c6555","2019-04-28 06:03:25.000","2019-04-28 06:03:25.000","9999-12-31 00:00:00.000"
500272,10046,"STUDIO","Private room","marseille","france",1,0,1,34,0.00,34.00,"BUDGET","2021-03-16 01:11:16.000","2026-08-06T10:58:24","99581c17c85129b1f445f6feda7d2c14","2021-03-16 01:11:16.000","2021-03-16 01:11:16.000","9999-12-31 00:00:00.000"
500273,10072,"APARTMENT","Entire home/apt","toulouse","france",5,2,1,94,0.40,18.80,"MID_RANGE","2022-04-22 19:58:07.000","2026-08-06T10:58:24","2260c60106259edd68ff45651de562e8","2022-04-22 19:58:07.000","2022-04-22 19:58:07.000","9999-12-31 00:00:00.000"
500274,10054,"APARTMENT","Entire home/apt","nantes","france",4,2,1,92,0.50,23.00,"MID_RANGE","2021-02-05 18:34:50.000","2026-08-06T10:58:24","c672db81287be90fafd776f9ac118642","2021-02-05 18:34:50.000","2021-02-05 18:34:50.000","9999-12-31 00:00:00.000"
500275,10010,"APARTMENT","Entire home/apt","marseille","france",6,3,3,122,0.50,20.33,"MID_RANGE","2018-11-28 14:37:38.000","2026-08-06T10:58:24","c18e618aeeb96daa7c21cd6724a49e52","2018-11-28 14:37:38.000","2018-11-28 14:37:38.000","9999-12-31 00:00:00.000"
500276,10053,"STUDIO","Hotel room","montpellier","france",1,0,1,69,0.00,69.00,"BUDGET","2023-12-20 15:15:39.000","2026-08-06T10:58:24","87980f9dd168fb5be395f6c8ed4f7f50","2023-12-20 15:15:39.000","2023-12-20 15:15:39.000","9999-12-31 00:00:00.000"
500277,10081,"APARTMENT","Entire home/apt","montpellier","france",4,2,1,107,0.50,26.75,"MID_RANGE","2023-10-24 03:09:27.000","2026-08-06T10:58:24","aec8fbae0452c43aee60243ae882a475","2023-10-24 03:09:27.000","2023-10-24 03:09:27.000","9999-12-31 00:00:00.000"
500278,10063,"LOFT","Entire home/apt","nantes","france",5,2,2,101,0.40,20.20,"MID_RANGE","2024-02-29 21:15:19.000","2026-08-06T10:58:24","06470c521cf5909b1a948af45536bb29","2024-02-29 21:15:19.000","2024-02-29 21:15:19.000","9999-12-31 00:00:00.000"
500279,10069,"APARTMENT","Entire home/apt","paris","france",5,2,1,145,0.40,29.00,"MID_RANGE","2025-01-15 20:51:56.000","2026-08-06T10:58:24","90488c2235400aa370516bdb10aba342","2025-01-15 20:51:56.000","2025-01-15 20:51:56.000","9999-12-31 00:00:00.000"
500280,10029,"APARTMENT","Entire home/apt","nice","france",5,2,2,134,0.40,26.80,"MID_RANGE","2022-05-03 23:36:56.000","2026-08-06T10:58:24","3340ef9fc4b7371938cf09261f8c674d","2022-05-03 23:36:56.000","2022-05-03 23:36:56.000","9999-12-31 00:00:00.000"
